,PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,PeriastronDeg,LongitudeDeg,AscendingNodeDeg,InclinationDeg,SurfaceTempK,AgeGyr,DiscoveryMethod,DiscoveryYear,LastUpdated,RightAscension,Declination,DistFromSunParsec,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,HostStarAgeGyr,ListsPlanetIsOn,RA,DEC,DistFromEarthParsec
977,Kepler-137 b,0,,0.13396,8.436387,,,,,,,,,transit,2014.0,14/02/26,18 48 32,+43 02 20,288.7,0.9079999999999999,0.802,,5187.0,,Confirmed planets,282.1333333333333,645.5833333333334,288.69999994454014
978,Kepler-333 b,0,,0.12029000000000001,12.551158000000001,,,,,,,,,transit,2014.0,14/02/26,19 29 08,+40 54 48,288.94,0.601,0.534,,4259.0,,Confirmed planets,292.28333333333336,613.7,288.94000222975046
979,Kepler-333 c,0,,0.10115,24.08821,,,,,,,,,transit,2014.0,14/02/26,19 29 08,+40 54 48,288.94,0.601,0.534,,4259.0,,Confirmed planets,292.28333333333336,613.7,288.94000222975046
980,Kepler-20 f,0,,0.09300000000000001,19.57706,0.1378,,,,,88.68,706.0,,transit,2011.0,11/12/21,19 10 47,+42 20 19,290.0,0.912,0.9440000000000001,0.02,5466.0,,Confirmed planets,287.6958333333333,635.0791666666667,290.00000102398144
981,Kepler-20 e,0,,0.0791,6.098493,0.06335,,,,,87.5,1040.0,,transit,2011.0,11/12/21,19 10 47,+42 20 19,290.0,0.912,0.9440000000000001,0.02,5466.0,,Confirmed planets,287.6958333333333,635.0791666666667,290.00000102398144
982,Kepler-20 b,0,0.027000000000000003,0.17,3.6961218999999996,0.04537,,,,,86.5,1092.1,,transit,2011.0,11/12/21,19 10 47,+42 20 19,290.0,0.912,0.9440000000000001,0.02,5466.0,,Confirmed planets,287.6958333333333,635.0791666666667,290.00000102398144
983,Kepler-20 d,0,0.06,0.25,77.61185,0.3453,,,,,89.57,388.6,,transit,2011.0,11/12/21,19 10 47,+42 20 19,290.0,0.912,0.9440000000000001,0.02,5466.0,,Confirmed planets,287.6958333333333,635.0791666666667,290.00000102398144
984,Kepler-20 c,0,0.051,0.27,10.854092,0.09300000000000001,,,,,88.39,759.9,,transit,2011.0,11/12/21,19 10 47,+42 20 19,290.0,0.912,0.9440000000000001,0.02,5466.0,,Confirmed planets,287.6958333333333,635.0791666666667,290.00000102398144
985,EPIC 201629650 b,2,,0.174,39.91488,0.2114,,,,,,511.0,,transit,2015.0,15/07/07,11 20 37.327,+02 30 09.71,290.0,0.8,0.78,-0.54,5698.0,,"Confirmed planets, Planets in binary systems, S-type",170.15552916666667,37.54045833333333,290.00000417915527
986,HD 220074 b,0,11.1,,672.1,1.6,0.14,,,,,965.5,,RV,2012.0,12/11/12,23 20 14,+61 58 12,290.2,1.2,49.7,-0.25,5080.0,,Confirmed planets,350.05833333333334,929.55,290.1999989694629
987,KELT-15 b,0,0.91,1.443,3.3294410000000005,0.046130000000000004,,,,,,1642.0,,transit,2015.0,15/09/29,07 49 39.601,-52 07 13.55,291.0,1.181,1.4809999999999999,0.047,6003.0,,Confirmed planets,117.41500416666666,-52.15430555555555,291.00000058296973
988,EPIC 201505350 d,0,,0.102,2.5085599999999997,0.0344,,,,,85.83,,,transit,2015.0,15/12/06,11 39 50.477,+00 36 12.87,291.0,0.93,0.86,0.1,5430.0,,Confirmed planets,174.96032083333333,-0.6357499999999999,291.0000022088427
989,EPIC 201505350 b,0,0.138,0.691,7.9194,0.07400000000000001,0.11900000000000001,179.0,,180.0,89.47,,,transit,2015.0,15/12/06,11 39 50.477,+00 36 12.87,291.0,0.93,0.86,0.1,5430.0,,Confirmed planets,174.96032083333333,-0.6357499999999999,291.0000022088427
990,EPIC 201505350 c,0,0.05,0.434,11.90715,0.0971,0.095,237.0,,173.1,87.99,,,transit,2015.0,15/12/06,11 39 50.477,+00 36 12.87,291.0,0.93,0.86,0.1,5430.0,,Confirmed planets,174.96032083333333,-0.6357499999999999,291.0000022088427
991,Kepler-202 c,0,,0.16859000000000002,16.282493,,,,,,,,,transit,2014.0,14/02/26,18 51 53,+41 19 19,291.9,0.6829999999999999,0.667,,4668.0,,Confirmed planets,282.97083333333336,619.8291666666667,291.89999719683493
992,Kepler-202 b,0,,0.14854,4.069426999999999,,,,,,,,,transit,2014.0,14/02/26,18 51 53,+41 19 19,291.9,0.6829999999999999,0.667,,4668.0,,Confirmed planets,282.97083333333336,619.8291666666667,291.89999719683493
993,XO-4 b,0,1.615,1.615,4.1250707,0.05485,0.0,,,,88.26,,,transit,2008.0,15/11/29,07 21 33.1657,+58 16 05.005,293.0,1.2930000000000001,1.554,-0.04,6390.0,,Confirmed planets,110.38819041666666,874.0208541666667,292.9999965174548
994,Kepler-236 c,0,,0.18225999999999998,23.968127,,,,,,,,,transit,2014.0,14/02/26,18 55 27,+39 53 53,293.01,0.5489999999999999,0.51,,3750.0,,Confirmed planets,283.8625,598.4708333333333,293.01000000543183
995,Kepler-236 b,0,,0.14307,8.295611,,,,,,,,,transit,2014.0,14/02/26,18 55 27,+39 53 53,293.01,0.5489999999999999,0.51,,3750.0,,Confirmed planets,283.8625,598.4708333333333,293.01000000543183
996,EPIC 201613023 b,0,,0.214,8.282119999999999,0.0802,,,,,,1003.0,,transit,2015.0,15/07/07,11 32 46.089,+02 14 41.58,294.0,1.01,1.01,0.03,5800.0,,Confirmed planets,173.1920375,33.67325,294.00000282509336
997,HAT-P-46 b,0,0.493,1.284,,0.0577,0.12300000000000001,70.0,,,85.5,1458.0,,transit,2013.0,13/08/16,18 01 47,-02 58 15,296.0,1.284,1.396,0.3,6120.0,2.5,Confirmed planets,270.4458333333333,-3.0083333333333333,295.99999536747805
998,HAT-P-46 c,0,2.0,,,0.38299999999999995,0.0,,,,,,,RV,2013.0,,18 01 47,-02 58 15,296.0,1.284,1.396,0.3,6120.0,2.5,Controversial,270.4458333333333,-3.0083333333333333,295.99999536747805
999,Kepler-100 b,0,0.0231,0.12029200000000001,6.88705,0.0727,0.13,,,,87.1,,,transit,2014.0,14/02/24,19 25 32,+41 59 24,296.6,1.08,1.49,0.02,5825.0,6.46,Confirmed planets,291.3833333333333,629.85,296.59999986513276
1000,Kepler-100 d,0,,0.14672000000000002,35.3331,0.21600000000000003,,,,,88.62,,,transit,2014.0,14/02/24,19 25 32,+41 59 24,296.6,1.08,1.49,0.02,5825.0,6.46,Confirmed planets,291.3833333333333,629.85,296.59999986513276
1001,Kepler-100 c,0,,0.200487,12.8159,0.11,0.02,,,,89.8,,,transit,2014.0,14/02/24,19 25 32,+41 59 24,296.6,1.08,1.49,0.02,5825.0,6.46,Confirmed planets,291.3833333333333,629.85,296.59999986513276
1002,WASP-5 b,0,1.6369999999999998,1.171,1.6284246,0.02729,0.0,,,,85.8,1584.0,,transit,2007.0,10/11/29,23 57 24,-41 16 38,297.0,1.0,1.084,0.09,5700.0,,Confirmed planets,359.35,-41.37222222222222,296.9999985185234
1003,HAT-P-25 b,0,0.5670000000000001,1.19,3.652836,0.0466,0.032,,,,87.6,1100.1,,transit,2010.0,13/05/29,03 13 45,+25 11 51,297.0,1.01,0.9590000000000001,0.31,5500.0,,Confirmed planets,48.4375,377.9625,296.9999993042933
1004,WASP-22 b,0,0.588,1.158,3.5327312999999996,0.04698,0.0,,,,88.26,1297.5,,transit,2010.0,11/07/01,03 31 16,-23 49 11,300.0,1.1,1.13,-0.05,6000.0,,Confirmed planets,52.81666666666667,-23.84722222222222,299.9999988665905
1005,WASP-58 b,0,0.89,1.37,5.017180000000001,0.0561,0.0,,,,87.4,1270.0,,transit,2011.0,11/09/13,18 18 48,+45 10 19,300.0,0.94,1.17,-0.45,5800.0,,Confirmed planets,274.7,677.5791666666667,299.99999951067235
1006,WASP-83 b,0,0.3,1.04,4.971252,0.059000000000000004,,,,,88.9,1120.0,,transit,2014.0,14/10/24,12 40 36.51,-19 17 03.4,300.0,1.11,1.05,0.29,5480.0,5.0,Confirmed planets,190.152125,-19.29277777777778,299.99999962481695
1007,WASP-4 b,0,1.1215,1.3630000000000002,1.33823187,0.023119999999999998,0.0,,,,88.8,1710.4,,transit,2007.0,11/04/04,23 34 15,-42 03 41,300.0,0.93,1.15,-0.03,5500.0,,Confirmed planets,353.5625,-42.163888888888884,300.00000015795325
1008,CoRoT-2 b,0,3.31,1.465,1.7429964,0.0281,0.0,,,,87.84,1392.7,,transit,2007.0,12/04/05,19 27 07,+01 23 02,300.0,0.97,0.902,,5575.0,,Confirmed planets,291.77916666666664,20.758333333333333,300.00000148748865
1009,WASP-135 b,0,1.9,1.3,1.4013794,0.0243,0.0,,,,82.0,,,transit,2015.0,15/11/21,17 49 08.4,+29 52 45.0,300.0,0.98,0.96,0.02,5675.0,0.6,Confirmed planets,267.285,448.1875,300.0000022956366
1010,Kepler-314 c,0,,0.26428,5.960392,,,,,,,,,transit,2014.0,14/02/26,19 38 41,+42 04 32,301.17,1.024,0.95,,5378.0,,Confirmed planets,294.67083333333335,631.1333333333333,301.16999631404576
1011,Kepler-314 b,0,,0.07564,2.4610689999999997,,,,,,,,,transit,2014.0,14/02/26,19 38 41,+42 04 32,301.17,1.024,0.95,,5378.0,,Confirmed planets,294.67083333333335,631.1333333333333,301.16999631404576
1012,Kepler-155 b,0,,0.19046,5.9311940000000005,,,,,,,,,transit,2014.0,14/02/26,19 13 59,+51 04 54,302.28,0.635,0.62,,4508.0,,Confirmed planets,288.49583333333334,766.225,302.28000396428183
1013,Kepler-155 c,0,,0.20413,52.661793,,,,,,,,,transit,2014.0,14/02/26,19 13 59,+51 04 54,302.28,0.635,0.62,,4508.0,,Confirmed planets,288.49583333333334,766.225,302.28000396428183
1014,HATS-1 b,0,1.855,1.3019999999999998,3.4464589999999995,0.0444,0.12,,,,85.6,1250.3,,transit,2012.0,12/06/08,11 42 06.080,-23 21 17.44,303.0,0.986,1.038,-0.06,5870.0,,Confirmed planets,175.52533333333332,-23.398444444444447,302.99999927433834
1015,HAT-P-57 b,2,,1.413,2.4652950000000002,0.0406,0.0,,,,88.26,,,transit,2015.0,15/11/01,18 18 58.32,+10 35 50.3,303.0,1.47,1.5,-0.25,7500.0,1.0,"Confirmed planets, Planets in binary systems, S-type",274.743,158.95958333333334,303.00000021511596
1016,HAT-P-45 b,0,0.892,1.426,3.1289919999999998,0.0452,0.049,146.0,,,87.8,1652.0,,transit,2013.0,13/08/16,18 17 29,-03 22 52,305.0,1.2590000000000001,1.319,0.07,6330.0,2.0,Confirmed planets,274.37083333333334,-3.511111111111111,305.00000224055015
1017,HAT-48 b,0,0.168,1.131,4.40865,0.0543,0.0,,,,86.8,,,transit,2016.0,16/06/16,02 57 53,+30 37 33,305.0,1.099,1.2229999999999999,0.02,5946.0,4.7,Confirmed planets,44.47083333333333,459.3875,305.0000032326376
1018,WASP-6 b,0,0.503,1.224,3.3610059999999997,0.0421,0.054000000000000006,,,,88.47,1092.2,,transit,2008.0,12/04/08,23 12 38,-22 40 26,307.0,0.888,0.87,-0.2,5450.0,,Confirmed planets,348.15833333333336,-22.73888888888889,307.00000301473364
1019,WASP-138 b,0,1.22,,3.634433,0.0494,,,,,88.5,,,transit,2016.0,16/07/27,02 46 33,+00 32 10,308.0,1.22,1.36,-0.09,6272.0,,Confirmed planets,41.6375,-0.5611111111111111,307.99999713077375
1020,WASP-15 b,0,0.542,1.4280000000000002,3.7520656000000003,0.0499,0.0,,,,85.5,1511.3,,transit,2008.0,10/11/29,13 55 43,-32 09 35,308.0,1.18,1.4769999999999999,-0.17,6300.0,,Confirmed planets,208.92916666666667,-32.24722222222222,307.9999999566931
1021,WASP-65 b,0,1.55,1.112,2.3114242999999997,0.0334,0.0,,,,88.8,1480.0,,transit,2011.0,13/07/25,08 53 28,+08 31 23,310.0,0.93,1.01,-0.07,5600.0,,Confirmed planets,133.36666666666667,127.84583333333333,309.99999958136
1022,HAT-P-4 b,0,0.68,1.27,3.0565113999999998,0.0446,0.0,,,,89.67,1550.7,,transit,2007.0,13/05/29,15 19 58,+36 13 47,310.0,1.26,1.59,0.24,5890.0,,Confirmed planets,229.99166666666667,543.4458333333333,310.0000038388718
1023,HAT-P-56 b,0,2.18,1.466,2.7908327,0.0423,,,,,82.13,1840.0,,transit,2015.0,15/06/05,06 43 23.52950,+27 15 08.2182,310.5,1.296,1.4280000000000002,,6566.0,2.01,Confirmed planets,100.84803958333333,408.7842425,310.50000428263536
1024,KELT-18 b,0,1.18,1.57,2.8717517999999997,0.0455,0.0,,,,88.86,,,,2017.0,17/02/07,14 26 06,+59 26 39,311.0,1.524,1.9080000000000001,0.09,6670.0,1.9,Confirmed planets,216.525,891.6625,310.9999959897036
1025,Kepler-48 c,0,0.033219,0.286149,9.673928300000002,,,,,,,,,transit,2012.0,12/08/19,19 56 33,+40 56 56,313.14,0.89,0.89,,5190.0,,Confirmed planets,299.1375,614.2333333333333,313.13999980515945
1026,Kepler-48 d,0,0.024945,0.185906,42.8961,,,,,,,,,transit,2014.0,14/02/24,19 56 33,+40 56 56,313.14,0.89,0.89,,5190.0,,Confirmed planets,299.1375,614.2333333333333,313.13999980515945
1027,Kepler-48 e,0,2.066725,,982.0,,,,,,,,,RV,2014.0,14/02/24,19 56 33,+40 56 56,313.14,0.89,0.89,,5190.0,,Confirmed planets,299.1375,614.2333333333333,313.13999980515945
1028,Kepler-48 b,0,0.015078999999999999,0.195019,4.7779803,,,,,,,,,transit,2012.0,12/08/19,19 56 33,+40 56 56,313.14,0.89,0.89,,5190.0,,Confirmed planets,299.1375,614.2333333333333,313.13999980515945
1029,Kepler-141 c,0,,0.12849000000000002,7.010606,,,,,,,,,transit,2014.0,14/02/26,19 51 53,+47 43 54,313.46,1.001,0.787,,4910.0,,Confirmed planets,297.97083333333336,715.975,313.4599959032512
1030,Kepler-141 b,0,,0.06287999999999999,3.107675,,,,,,,,,transit,2014.0,14/02/26,19 51 53,+47 43 54,313.46,1.001,0.787,,4910.0,,Confirmed planets,297.97083333333336,715.975,313.4599959032512
1031,Kepler-197 d,0,,0.11118,15.677563000000001,0.11699999999999999,0.03,,,,88.3,,,transit,2014.0,15/07/22,19 40 54.335,+50 33 32.35,313.87,0.8640000000000001,1.12,,6004.0,,Confirmed planets,295.22639583333336,758.3847916666666,313.8699985269259
1032,Kepler-197 c,0,,0.11209000000000001,10.349695,0.08900000000000001,0.08,,,,89.3,,,transit,2014.0,15/07/22,19 40 54.335,+50 33 32.35,313.87,0.8640000000000001,1.12,,6004.0,,Confirmed planets,295.22639583333336,758.3847916666666,313.8699985269259
1033,Kepler-197 b,0,,0.09295,5.599308000000001,0.059000000000000004,0.02,,,,88.9,,,transit,2014.0,15/07/22,19 40 54.335,+50 33 32.35,313.87,0.8640000000000001,1.12,,6004.0,,Confirmed planets,295.22639583333336,758.3847916666666,313.8699985269259
1034,Kepler-197 e,0,,0.08292999999999999,25.209715,0.16,0.38,,,,89.7,,,transit,2014.0,15/07/22,19 40 54.335,+50 33 32.35,313.87,0.8640000000000001,1.12,,6004.0,,Confirmed planets,295.22639583333336,758.3847916666666,313.8699985269259
1035,HAT-P-36 b,0,1.8319999999999999,1.264,1.327,0.0238,0.063,,,,86.0,1669.2,,transit,2012.0,13/05/29,12 33 03.909,+44 54 55.18,317.0,1.022,1.0959999999999999,0.26,5580.0,,Confirmed planets,188.2662875,673.7299166666667,317.0000006668032
1036,HD 1690 b,0,6.1,,533.0,1.3,0.64,,,,,674.4,,RV,2010.0,10/12/20,00 21 13,-08 16 52,319.0,1.09,16.7,-0.32,4393.0,,Confirmed planets,5.304166666666666,-8.411111111111111,318.99999857000444
1037,Kepler-421 b,0,,0.379102,704.1984,1.219,0.040999999999999995,160.0,,,89.965,184.0,,transit,2014.0,14/07/21,18 53 01,+45 05 16,320.0,0.794,0.757,-0.25,5308.0,4.0,Confirmed planets,283.25416666666666,676.3166666666667,319.99999728663255
1038,WASP-110 b,0,0.51,1.238,3.7783976999999997,0.0457,,,,,88.06,1134.0,,transit,2014.0,14/10/14,20 23 29.55,-44 03 30.3,320.0,0.892,0.8809999999999999,-0.06,5400.0,8.6,Confirmed planets,305.873125,-44.134166666666665,319.99999799281534
1039,HAT-P-67 b,0,0.34,2.085,4.81010205,0.06505,0.24,172.0,,,88.8,,,,2017.0,17/02/07,17 06 27,+44 46 37,320.0,1.642,1.546,-0.08,6406.0,1.24,Confirmed planets,256.6125,671.6541666666667,320.0000020967821
1040,HAT-P-7 b,2,1.709,1.4588,2.2047369999999997,0.0379,0.0,,,,83.111,2733.0,,transit,2008.0,15/05/24,19 28 59,+47 58 10,320.0,1.59,2.02,0.32,6310.0,1.77,"Confirmed planets, Planets in binary systems, S-type",292.24583333333334,719.5416666666666,320.0000048004899
1041,HD 208527 b,0,9.9,,875.5,2.1,0.08,,,,,877.3,,RV,2012.0,12/11/11,21 56 24,+21 14 23,320.2,1.6,51.1,-0.09,3950.0,,Confirmed planets,329.1,318.59583333333336,320.20000095042104
1042,HAT-P-49 b,0,1.73,1.413,,0.0438,0.0,,,,86.2,2131.0,,transit,2014.0,14/01/25,20 21 46,-26 41 34,322.0,1.5430000000000001,1.8330000000000002,0.07400000000000001,6820.0,2.5,Confirmed planets,305.44166666666666,-26.77777777777778,322.00000027336426
1043,HAT-P-29 b,0,0.778,1.107,5.72318,0.0667,0.095,,,,87.1,1149.1,,transit,2011.0,13/05/29,02 12 31,+51 46 44,322.0,1.207,1.224,0.21,6087.0,,Confirmed planets,33.12916666666667,776.6833333333333,322.0000005219693
1044,K2-30 b,0,0.624,1.196,4.098507,0.04986,0.027000000000000003,120.0,,,86.32,,,transit,2016.0,16/06/07,03 29 22,+22 17 58,323.0,0.9840000000000001,0.941,0.136,5581.0,,Confirmed planets,52.34166666666667,334.4916666666667,322.9999997938265
1045,EPIC 201754305 b,0,,0.18,7.6188,0.0667,,,,,87.97,,,transit,2015.0,15/12/06,11 40 23.342,+04 33 26.42,324.0,0.68,0.66,-0.33,4742.0,,Confirmed planets,175.09725833333334,68.36008333333334,324.0000023778928
1046,EPIC 201754305 c,0,,0.22699999999999998,19.07863,0.1229,,,,,87.83,,,transit,2015.0,15/12/06,11 40 23.342,+04 33 26.42,324.0,0.68,0.66,-0.33,4742.0,,Confirmed planets,175.09725833333334,68.36008333333334,324.0000023778928
1047,Kepler-61 b,0,,0.19593013,59.877559999999995,,,,,,,273.0,,transit,2013.0,13/04/26,19 41 13,+42 28 31,326.2,0.35,0.62,0.03,4017.0,,Confirmed planets,295.3041666666667,637.1291666666667,326.1999960378303
1048,Kepler-407 c,0,12.582803,,3000.0,,,,,,,,,RV,2014.0,14/02/24,19 04 09,+49 36 52,326.4,1.0,1.01,0.33,5476.0,7.47,Confirmed planets,286.0375,744.2166666666667,326.4000045162469
1049,Kepler-407 b,0,,0.097509,0.6693100000000001,,,,,,,,,transit,2014.0,14/02/24,19 04 09,+49 36 52,326.4,1.0,1.01,0.33,5476.0,7.47,Confirmed planets,286.0375,744.2166666666667,326.4000045162469
1050,HD 95127 b,0,5.01,,482.0,1.28,0.11,40.0,,,,,,RV,2015.0,15/11/23,10 59 35.08667,+43 48 52.0823,327.0,1.2,20.0,-0.18,4218.0,5.5,Confirmed planets,164.89619445833333,657.2170095833334,326.99999985282136
1051,Kepler-211 b,0,,0.11482,4.138575,,,,,,,,,transit,2014.0,14/02/26,19 01 45,+43 10 06,327.93,0.914,0.816,,5123.0,,Confirmed planets,285.4375,647.525,327.92999590455946
1052,Kepler-211 c,0,,0.11756,6.04045,,,,,,,,,transit,2014.0,14/02/26,19 01 45,+43 10 06,327.93,0.914,0.816,,5123.0,,Confirmed planets,285.4375,647.525,327.92999590455946
1053,WASP-109 b,0,0.91,1.443,3.3190233,0.0463,,,,,84.28,1695.0,,transit,2014.0,14/10/14,15 28 13.23,-16 24 38.8,330.0,0.91,1.3459999999999999,-0.22,6520.0,2.6,Confirmed planets,232.055125,-16.507777777777775,329.99999691901576
1054,WASP-24 b,0,1.032,1.104,2.3412083,0.0359,0.0,,,,83.64,1514.1,,transit,2010.0,10/11/29,15 08 52,+02 20 36,330.0,1.129,1.147,0.07,6075.0,,Confirmed planets,227.21666666666667,35.15,329.99999790196324
1055,WASP-55 b,0,0.57,1.3,4.465633,0.0533,0.0,,,,89.2,1160.1,,transit,2011.0,12/04/24,13 35 01.95,-17 30 12.8,330.0,1.01,1.06,-0.2,5900.0,,Confirmed planets,203.758125,-17.535555555555554,329.99999888878597
1056,CVSO 30 c,0,4.7,1.63,,662.0,,,,,,1600.0,,imaging,2016.0,16/06/12,05 25 08,+01 34 24,330.0,0.39,1.39,,3740.0,0.00265,Confirmed planets,81.28333333333333,23.6,330.0000001700293
1057,CVSO 30 b,0,6.2,1.91,0.448413,0.00838,,,,,61.8,,,transit,2012.0,16/06/12,05 25 08,+01 34 24,330.0,0.39,1.39,,3740.0,0.00265,Confirmed planets,81.28333333333333,23.6,330.0000001700293
1058,PTFO 8-8695 b,0,,1.91,0.448413,0.008,,,,,61.8,,,transit,2012.0,15/07/29,05 25 07.55,+01 34 24.3,330.0,0.34,1.07,,3470.0,0.00268,Controversial,81.28145833333333,23.60125,330.0000001754727
1059,WASP-63 b,0,0.38,1.43,4.37809,0.0574,0.0,,,,87.8,1540.0,,transit,2011.0,12/04/24,06 17 20.75,-38 19 23.8,330.0,1.32,1.88,0.08,5570.0,,Confirmed planets,94.33645833333334,-38.38277777777778,330.0000037438117
1060,EPIC 201295312 b,0,,0.2453,5.65639,,0.12,,,,,,,transit,2015.0,16/03/07,11 36 02.791,-02 31 15.17,331.0,1.13,1.52,0.13,5830.0,,Confirmed planets,174.01162916666667,-2.5588055555555553,331.00000137568935
1061,Kepler-132 b,0,,0.11027,6.178196,,,,,,,,,transit,2014.0,14/02/26,18 52 56,+41 20 34,331.08,,1.178,,6003.0,,Confirmed planets,283.23333333333335,620.1416666666667,331.0799986426845
1062,Kepler-132 e,0,,0.105,110.28693740000001,,,,,,,,,transit,2016.0,16/05/10,18 52 56,+41 20 34,331.08,,1.178,,6003.0,,Confirmed planets,283.23333333333335,620.1416666666667,331.0799986426845
1063,Kepler-132 c,0,,0.11665,6.414914,,,,,,,,,transit,2014.0,14/02/26,18 52 56,+41 20 34,331.08,,1.178,,6003.0,,Confirmed planets,283.23333333333335,620.1416666666667,331.0799986426845
1064,Kepler-132 d,0,,0.14125,18.010199,,,,,,,,,transit,2014.0,14/02/26,18 52 56,+41 20 34,331.08,,1.178,,6003.0,,Confirmed planets,283.23333333333335,620.1416666666667,331.0799986426845
1065,Kepler-45 b,0,0.505,0.96,2.4552389999999997,0.027000000000000003,0.11,,,,87.0,774.0,,transit,2011.0,13/03/25,19 31 30,+41 03 51,333.0,0.59,0.55,0.08,3820.0,13.9,Confirmed planets,292.875,615.9625,332.99999639477363
1066,WASP-119 b,0,1.23,1.4,2.49979,0.0363,,,,,85.0,1600.0,,transit,2016.0,16/02/04,03 43 44.02,-65 11 37.8,333.0,1.02,,0.14,5650.0,,Confirmed planets,55.933416666666666,-65.28833333333334,332.9999969342562
1067,Kepler-252 b,0,,0.11209000000000001,6.668391000000001,,,,,,,,,transit,2014.0,14/02/26,19 42 19,+44 32 45,337.11,0.61,0.5489999999999999,,4208.0,,Confirmed planets,295.57916666666665,668.1875,337.1099973649366
1068,Kepler-252 c,0,,0.19593,10.848463,,,,,,,,,transit,2014.0,14/02/26,19 42 19,+44 32 45,337.11,0.61,0.5489999999999999,,4208.0,,Confirmed planets,295.57916666666665,668.1875,337.1099973649366
1069,WASP-37 b,0,1.696,1.136,3.577471,0.04339,0.0,,,,88.78,1213.5,,transit,2010.0,10/08/19,14 47 47,+01 03 54,338.0,0.8490000000000001,0.977,-0.4,5800.0,,Confirmed planets,221.94583333333333,15.975,338.0000020909053
1070,Kepler-127 d,0,,0.24058000000000002,48.630408,0.282,0.03,,,,89.2,,,transit,2014.0,15/07/22,19 00 45,+46 01 40,338.98,1.2690000000000001,1.359,,6106.0,,Confirmed planets,285.1875,690.4166666666666,338.97999724010896
1071,Kepler-127 c,0,,0.24241,29.393195000000002,0.20199999999999999,0.03,,,,88.6,,,transit,2014.0,15/07/22,19 00 45,+46 01 40,338.98,1.2690000000000001,1.359,,6106.0,,Confirmed planets,285.1875,690.4166666666666,338.97999724010896
1072,Kepler-127 b,0,,0.12758,14.435889000000001,0.126,,,,,88.6,,,transit,2014.0,15/07/22,19 00 45,+46 01 40,338.98,1.2690000000000001,1.359,,6106.0,,Confirmed planets,285.1875,690.4166666666666,338.97999724010896
1073,HATS-30 b,0,0.706,1.175,3.1743516,0.043539999999999995,0.048,,,,86.84,,,transit,2016.0,16/07/28,00 22 28,-59 03 27,339.0,1.093,1.061,0.06,5943.0,2.3,Confirmed planets,5.616666666666666,-59.125,338.99999678219683
1074,HATS-17 b,0,1.338,0.777,16.254610999999997,0.1308,,,,,89.08,,,transit,2015.0,15/11/01,12 48 45.72,-47 36 49.3,339.0,1.131,1.091,0.3,5846.0,2.1,Confirmed planets,192.1905,-47.73694444444445,339.0000033735283
1075,WASP-72 b,0,1.41,1.01,2.21672,0.03655,0.0,,,,86.8,2210.0,,transit,2012.0,12/10/17,02 44 09,-30 10 08,340.0,1.23,1.37,-0.06,6250.0,,Confirmed planets,41.0375,-30.18888888888889,339.9999983975782
1076,WASP-90 b,0,0.63,1.63,3.916243,0.0562,,,,,82.1,1840.0,,transit,2013.0,13/10/22,21 02 08,+07 03 24,340.0,1.55,1.98,0.11,6430.0,,Confirmed planets,315.53333333333336,105.85,340.00000054025617
1077,HAT-P-5 b,0,1.06,1.252,2.788491,0.04079,0.0,,,,86.75,1387.4,,transit,2007.0,12/05/22,18 17 37,+36 37 18,340.0,1.163,1.137,0.24,5960.0,,Confirmed planets,274.40416666666664,549.325,340.00000203229826
1078,Kepler-442 b,0,,0.12,112.3053,0.409,,,,,89.94,,,transit,2015.0,15/01/28,19 01 27.98,+39 16 48.3,342.0,0.609,0.598,-0.37,4402.0,2.9,Confirmed planets,285.3665833333333,589.20125,341.9999993597353
1079,Kepler-225 c,0,,0.16768,18.794234,,,,,,,,,transit,2014.0,14/02/26,19 28 46,+47 27 25,342.18,,0.48,,3682.0,,Confirmed planets,292.19166666666666,711.8541666666666,342.1800013554114
1080,Kepler-225 b,0,,0.10935999999999998,6.738975,,,,,,,,,transit,2014.0,14/02/26,19 28 46,+47 27 25,342.18,,0.48,,3682.0,,Confirmed planets,292.19166666666666,711.8541666666666,342.1800013554114
